frame,time_s,coarse_min,coarse_max,coarse_mean,coarse_nonzero_pct,fine_min,fine_max,fine_mean,fine_nonzero_pct,plume_inflow_avg,plume_mid_avg,plume_wake_avg,total_smoke_mass
420,7.0000,0.0000,1.0000,0.140599,67.06,0.0000,1.0000,0.140599,66.87,1.0000,0.3383,0.2653,2811.99
421,7.0167,0.0000,1.0000,0.140615,67.06,0.0000,1.0000,0.140615,66.87,1.0000,0.3385,0.2653,2812.30
422,7.0333,0.0000,1.0000,0.140636,67.06,0.0000,1.0000,0.140636,66.87,1.0000,0.3386,0.2654,2812.71
423,7.0500,0.0000,1.0000,0.140660,67.04,0.0000,1.0000,0.140660,66.86,1.0000,0.3388,0.2655,2813.20
424,7.0667,0.0000,1.0000,0.140687,67.04,0.0000,1.0000,0.140687,66.86,1.0000,0.3389,0.2656,2813.74
425,7.0833,0.0000,1.0000,0.140715,67.04,0.0000,1.0000,0.140715,66.86,1.0000,0.3391,0.2656,2814.30
426,7.1000,0.0000,1.0000,0.140743,67.08,0.0000,1.0000,0.140743,66.86,1.0000,0.3393,0.2657,2814.87
427,7.1167,0.0000,1.0000,0.140770,67.12,0.0000,1.0000,0.140770,66.86,1.0000,0.3394,0.2658,2815.40
428,7.1333,0.0000,1.0000,0.140794,67.12,0.0000,1.0000,0.140794,66.86,1.0000,0.3396,0.2658,2815.88
429,7.1500,0.0000,1.0000,0.140814,67.12,0.0000,1.0000,0.140814,66.86,1.0000,0.3397,0.2659,2816.28
430,7.1667,0.0000,1.0000,0.140829,67.12,0.0000,1.0000,0.140829,66.87,1.0000,0.3399,0.2660,2816.58
431,7.1833,0.0000,1.0000,0.140839,67.12,0.0000,1.0000,0.140839,66.87,1.0000,0.3400,0.2660,2816.77
432,7.2000,0.0000,1.0000,0.140842,67.12,0.0000,1.0000,0.140842,66.86,1.0000,0.3401,0.2661,2816.84
433,7.2167,0.0000,1.0000,0.140840,67.12,0.0000,1.0000,0.140840,66.86,1.0000,0.3402,0.2662,2816.79
434,7.2333,0.0000,1.0000,0.140831,67.12,0.0000,1.0000,0.140831,66.86,1.0000,0.3403,0.2663,2816.63
435,7.2500,0.0000,1.0000,0.140818,67.10,0.0000,1.0000,0.140818,66.86,1.0000,0.3405,0.2664,2816.36
436,7.2667,0.0000,1.0000,0.140800,67.10,0.0000,1.0000,0.140800,66.86,1.0000,0.3406,0.2664,2816.00
437,7.2833,0.0000,1.0000,0.140779,67.10,0.0000,1.0000,0.140779,66.86,1.0000,0.3407,0.2665,2815.57
438,7.3000,0.0000,1.0000,0.140755,67.10,0.0000,1.0000,0.140755,66.86,1.0000,0.3409,0.2666,2815.10
439,7.3167,0.0000,1.0000,0.140731,67.10,0.0000,1.0000,0.140731,66.86,1.0000,0.3410,0.2667,2814.62
440,7.3333,0.0000,1.0000,0.140708,67.08,0.0000,1.0000,0.140708,66.86,1.0000,0.3412,0.2668,2814.16
441,7.3500,0.0000,1.0000,0.140687,67.08,0.0000,1.0000,0.140687,66.86,1.0000,0.3414,0.2669,2813.74
442,7.3667,0.0000,1.0000,0.140669,67.08,0.0000,1.0000,0.140669,66.86,1.0000,0.3415,0.2670,2813.38
443,7.3833,0.0000,1.0000,0.140655,67.06,0.0000,1.0000,0.140655,66.87,1.0000,0.3417,0.2671,2813.10
444,7.4000,0.0000,1.0000,0.140645,67.08,0.0000,1.0000,0.140645,66.87,1.0000,0.3419,0.2672,2812.90
445,7.4167,0.0000,1.0000,0.140639,67.08,0.0000,1.0000,0.140639,66.87,1.0000,0.3421,0.2674,2812.78
446,7.4333,0.0000,1.0000,0.140636,67.08,0.0000,1.0000,0.140636,66.87,1.0000,0.3423,0.2675,2812.73
447,7.4500,0.0000,1.0000,0.140635,67.08,0.0000,1.0000,0.140635,66.87,1.0000,0.3425,0.2676,2812.71
448,7.4667,0.0000,1.0000,0.140636,67.08,0.0000,1.0000,0.140636,66.86,1.0000,0.3427,0.2677,2812.71
449,7.4833,0.0000,1.0000,0.140637,67.08,0.0000,1.0000,0.140637,66.86,1.0000,0.3429,0.2678,2812.74
450,7.5000,0.0000,1.0000,0.140638,67.12,0.0000,1.0000,0.140638,66.87,1.0000,0.3431,0.2679,2812.77
451,7.5167,0.0000,1.0000,0.140640,67.12,0.0000,1.0000,0.140640,66.87,1.0000,0.3432,0.2680,2812.79
452,7.5333,0.0000,1.0000,0.140640,67.12,0.0000,1.0000,0.140640,66.87,1.0000,0.3433,0.2681,2812.80
453,7.5500,0.0000,1.0000,0.140638,67.10,0.0000,1.0000,0.140638,66.86,1.0000,0.3434,0.2683,2812.77
454,7.5667,0.0000,1.0000,0.140634,67.10,0.0000,1.0000,0.140634,66.86,1.0000,0.3435,0.2684,2812.67
455,7.5833,0.0000,1.0000,0.140625,67.08,0.0000,1.0000,0.140625,66.86,1.0000,0.3436,0.2685,2812.51
456,7.6000,0.0000,1.0000,0.140613,67.08,0.0000,1.0000,0.140613,66.86,1.0000,0.3437,0.2686,2812.26
457,7.6167,0.0000,1.0000,0.140597,67.08,0.0000,1.0000,0.140597,66.86,1.0000,0.3438,0.2688,2811.93
458,7.6333,0.0000,1.0000,0.140576,67.08,0.0000,1.0000,0.140576,66.86,1.0000,0.3440,0.2689,2811.52
459,7.6500,0.0000,1.0000,0.140552,67.08,0.0000,1.0000,0.140552,66.86,1.0000,0.3441,0.2690,2811.04
460,7.6667,0.0000,1.0000,0.140525,67.08,0.0000,1.0000,0.140525,66.87,1.0000,0.3442,0.2691,2810.51
461,7.6833,0.0000,1.0000,0.140496,67.08,0.0000,1.0000,0.140496,66.87,1.0000,0.3444,0.2693,2809.92
462,7.7000,0.0000,1.0000,0.140463,67.08,0.0000,1.0000,0.140463,66.87,1.0000,0.3446,0.2694,2809.26
463,7.7167,0.0000,1.0000,0.140427,67.08,0.0000,1.0000,0.140427,66.87,1.0000,0.3447,0.2695,2808.54
464,7.7333,0.0000,1.0000,0.140387,67.08,0.0000,1.0000,0.140387,66.87,1.0000,0.3449,0.2696,2807.73
465,7.7500,0.0000,1.0000,0.140340,67.08,0.0000,1.0000,0.140340,66.87,1.0000,0.3451,0.2698,2806.80
466,7.7667,0.0000,1.0000,0.140286,67.10,0.0000,1.0000,0.140286,66.87,1.0000,0.3453,0.2699,2805.72
467,7.7833,0.0000,1.0000,0.140224,67.08,0.0000,1.0000,0.140224,66.87,1.0000,0.3454,0.2700,2804.47
468,7.8000,0.0000,1.0000,0.140153,67.08,0.0000,1.0000,0.140153,66.87,1.0000,0.3456,0.2702,2803.06
469,7.8167,0.0000,1.0000,0.140075,67.10,0.0000,1.0000,0.140075,66.87,1.0000,0.3458,0.2703,2801.50
470,7.8333,0.0000,1.0000,0.139991,67.14,0.0000,1.0000,0.139991,66.88,1.0000,0.3459,0.2704,2799.83
471,7.8500,0.0000,1.0000,0.139904,67.12,0.0000,1.0000,0.139904,66.87,1.0000,0.3460,0.2706,2798.08
472,7.8667,0.0000,1.0000,0.139815,67.12,0.0000,1.0000,0.139815,66.88,1.0000,0.3461,0.2707,2796.29
473,7.8833,0.0000,1.0000,0.139724,67.12,0.0000,1.0000,0.139724,66.88,1.0000,0.3462,0.2709,2794.48
474,7.9000,0.0000,1.0000,0.139634,67.12,0.0000,1.0000,0.139634,66.88,1.0000,0.3462,0.2710,2792.69
475,7.9167,0.0000,1.0000,0.139548,67.12,0.0000,1.0000,0.139548,66.88,1.0000,0.3463,0.2712,2790.96
476,7.9333,0.0000,1.0000,0.139468,67.14,0.0000,1.0000,0.139468,66.88,1.0000,0.3463,0.2713,2789.36
477,7.9500,0.0000,1.0000,0.139398,67.14,0.0000,1.0000,0.139398,66.87,1.0000,0.3463,0.2715,2787.97
478,7.9667,0.0000,1.0000,0.139342,67.14,0.0000,1.0000,0.139342,66.87,1.0000,0.3463,0.2717,2786.84
479,7.9833,0.0000,1.0000,0.139302,67.14,0.0000,1.0000,0.139302,66.87,1.0000,0.3463,0.2718,2786.05
480,8.0000,0.0000,1.0000,0.139281,67.12,0.0000,1.0000,0.139281,66.86,1.0000,0.3463,0.2720,2785.62
481,8.0167,0.0000,1.0000,0.139279,67.10,0.0000,1.0000,0.139279,66.86,1.0000,0.3463,0.2722,2785.58
482,8.0333,0.0000,1.0000,0.139296,67.10,0.0000,1.0000,0.139296,66.87,1.0000,0.3464,0.2724,2785.92
483,8.0500,0.0000,1.0000,0.139331,67.12,0.0000,1.0000,0.139331,66.87,1.0000,0.3464,0.2725,2786.61
484,8.0667,0.0000,1.0000,0.139382,67.12,0.0000,1.0000,0.139382,66.87,1.0000,0.3465,0.2727,2787.63
485,8.0833,0.0000,1.0000,0.139448,67.12,0.0000,1.0000,0.139448,66.87,1.0000,0.3465,0.2729,2788.97
486,8.1000,0.0000,1.0000,0.139530,67.12,0.0000,1.0000,0.139530,66.86,1.0000,0.3466,0.2731,2790.59
487,8.1167,0.0000,1.0000,0.139624,67.12,0.0000,1.0000,0.139624,66.87,1.0000,0.3466,0.2732,2792.49
488,8.1333,0.0000,1.0000,0.139731,67.10,0.0000,1.0000,0.139731,66.87,1.0000,0.3467,0.2734,2794.63
489,8.1500,0.0000,1.0000,0.139849,67.10,0.0000,1.0000,0.139849,66.87,1.0000,0.3467,0.2736,2796.97
490,8.1667,0.0000,1.0000,0.139974,67.10,0.0000,1.0000,0.139974,66.86,1.0000,0.3468,0.2738,2799.48
491,8.1833,0.0000,1.0000,0.140104,67.10,0.0000,1.0000,0.140104,66.87,1.0000,0.3468,0.2740,2802.09
492,8.2000,0.0000,1.0000,0.140237,67.10,0.0000,1.0000,0.140237,66.86,1.0000,0.3469,0.2741,2804.75
493,8.2167,0.0000,1.0000,0.140370,67.12,0.0000,1.0000,0.140370,66.86,1.0000,0.3469,0.2743,2807.39
494,8.2333,0.0000,1.0000,0.140498,67.14,0.0000,1.0000,0.140498,66.86,1.0000,0.3469,0.2745,2809.96
495,8.2500,0.0000,1.0000,0.140620,67.14,0.0000,1.0000,0.140620,66.87,1.0000,0.3468,0.2747,2812.40
496,8.2667,0.0000,1.0000,0.140731,67.14,0.0000,1.0000,0.140731,66.86,1.0000,0.3468,0.2749,2814.63
497,8.2833,0.0000,1.0000,0.140828,67.14,0.0000,1.0000,0.140828,66.86,1.0000,0.3467,0.2751,2816.57
498,8.3000,0.0000,1.0000,0.140908,67.14,0.0000,1.0000,0.140908,66.86,1.0000,0.3467,0.2753,2818.16
499,8.3167,0.0000,1.0000,0.140967,67.10,0.0000,1.0000,0.140967,66.86,1.0000,0.3466,0.2754,2819.34
